ProjectId,DesignElementId,ElementTypeId,ParentDesignElementId,StartingDate,DueDate,Name,Description,CreationDate,UpdateDate
141373,205,13,,,,Game Events,,03/09/2021 8:22,3/31/2023 7:41:58 AM
141373,206,10,205,,,Battle Zone,"Upon Triggering the Battle Zone, It will confine the %9 in a room and spawns waves of enemies in a determined fashion. All enemies are immediately aggroed onto the player. It will only end when all enemies are dead",03/09/2021 8:23,3/31/2023 7:41:58 AM
141373,207,17,73,,,Keystone Fragments,"**Type:** %64  

Collect all 7 Fragments",03/09/2021 8:24,3/31/2023 7:41:56 AM
141373,208,12,14,,,Locked Door,"**Type:** %82 

Needs a All %64 based on %209 for it to be unlocked and open.",03/09/2021 8:26,3/31/2023 7:41:35 AM
141373,209,12,208,,,Locked Door Requirement,Contains List of %64 needed,03/09/2021 8:26,3/31/2023 7:41:35 AM
141373,210,10,46,,,Armor,"Protects the Health of the Player. 
Has a number of armor bar, where each bar can block a certain amount of damage. Excess Damage is transferred to the next armor bar. When an armor bar receives damage it breaks. If there is no armor bar left when there is excess damage, do not apply it to health.",03/09/2021 8:35,3/31/2023 7:41:40 AM
141373,211,9,31,,,Fast Travel,Allows the %9 to travel to certain Zone,03/09/2021 8:41,3/31/2023 7:42:00 AM
141373,212,12,211,,,World Map,UI That has indication as to where the player can travel to. Pressing a Location teleports the player to a position and scene after confirmation.,03/09/2021 8:43,3/31/2023 7:42:00 AM
141373,213,6,32,,,Graveyard [GY],"Map Guide:

- [Graveyard - Map Labelled](https://drive.google.com/file/d/1bon3S7igNtCrs6kb94hrx6YuWIFArtYV/view?usp=sharing)
- [Graveyard - Chest Locations and their Packages](https://drive.google.com/file/d/1QDcI6A4Un51sY8WeCi2o3xZD_gCtIz-q/view?usp=sharing)
- [Graveyard - Area Trigger](https://drive.google.com/file/d/1bDVGZyuth01uZuaPFDy4A3KHmrzmYc88/view?usp=sharing)
- [Graveyard - Scene Number](https://drive.google.com/file/d/1nVkv5ZiRWRJJDvreQS5Kt6vHJLH2koI_/view?usp=sharing)
- [Graveyard - Minion Location](https://drive.google.com/file/d/1iU3GH1OAQMbolOH_0Q6Pyc8jJvuvHlBU/view?usp=sharing)",03/09/2021 8:53,3/31/2023 7:41:18 AM
141373,214,6,32,,,City of the Dead [COD],"[Map Guide for QA](https://drive.google.com/file/d/1oGHpMoSTVjqVerKU43PrNrL9CYYMcdKA/view?usp=sharing)
[Map Guide - Scene Number](https://drive.google.com/file/d/1I4I14-h97zJawbyHQqJGTPT5X4JwlMOt/view?usp=sharing)
[Map Guide - Labeled Foreground Covers](https://drive.google.com/file/d/1f3DZtN9pzchp2DMz4yyaVNQxb4rWxv_A/view?usp=sharing)
[Map Guide - Chest Placements, Labels and Description](https://drive.google.com/file/d/1psQO2v3MOVlSU9CL6yqNO8Gv2LaA9doJ/view?usp=sharing)",03/09/2021 8:54,3/31/2023 7:41:17 AM
141373,215,6,32,,,Throne Room [TR],"Map Guides:
- [Throne Room - Labelled](https://drive.google.com/file/d/1UwWLOVRyrnAz5xxovKaG4i0ZbrukwJhx/view?usp=sharing)
- [Throne Room - Foreground Cover with Labels](https://drive.google.com/file/d/1-rCQ1IENQClWldA4yJh1SoupQhHCgJav/view?usp=share_link)
- [Throne Room - Scene Number](https://drive.google.com/file/d/1FQzC6_0Px-b77-F3YpE2AJPz_xiqoy3D/view?usp=share_link)
- [Throne Room - Enemy Location](https://drive.google.com/file/d/1rYpaTUbPh1W76OUw55V5nGL1mZX1rJyF/view?usp=share_link)
- [Throne Room - Crystal Warding Location](https://drive.google.com/file/d/1ZOC-6OmZKLmN9ga1dHbMQchWiyOnUyHA/view?usp=share_link)
- [Throne Room - Seeds of the One location](https://drive.google.com/file/d/1y8Jzyf2HP57PnEWzElt5_nclIJKRkl5d/view?usp=share_link)
- [Throne Room - Treasure Chest and Items](https://drive.google.com/file/d/1DLFr4fH2aS0KObEVdFB8gCAWT94VmFg_/view?usp=share_link)
- [Throne Room - Kill Zone Scene 1 Updated](https://drive.google.com/file/d/1mnz2aw9CnYyA_tDJVMtoDHG0gd7naU__/view?usp=share_link)

Mini Changelog:
December 15, 2022:
- Added: [Throne Room - Foreground Cover with Labels]
- Added: [Throne Room - Scene Number]
- Added: [Throne Room - Enemy Location]
- Added: [Throne Room - Crystal Warding Location]
- Added: [Throne Room - Seeds of the One location]
- Added: [Throne Room - Treasure Chest and Items]
- Added: [Throne Room - Kill Zone Scene 1 Updated]",03/09/2021 8:56,3/31/2023 7:41:20 AM
141373,216,6,32,,,Laboratory [LAB],"Map Guide:
- [Laboratory - Drone Connection to Breaker](https://drive.google.com/file/d/1sxDOWjLWM6CFVpd0LA3hErpHMEF-MoVm/view?usp=sharing)
- [Laboratory - Labelling](https://drive.google.com/file/d/1Me4sIwDxRG5pu6TSTFEQLUUAln0JD6Xy/view?usp=sharing)
- [Laboratory - Light Zones](https://drive.google.com/file/d/1rOrX4CYXILVlLVY4FqoPOjo-H1icv5Vd/view?usp=sharing)
- [Laboratory - Scene Number](https://drive.google.com/file/d/1eNkSbdloh-og7-cw3FcPhPCYgxvtlJWj/view?usp=sharing)
- [Laboratory - Treasure Chest Location and Items](https://drive.google.com/file/d/1S8yVCd5lt302srz7m3KAnOrWuWMkt93e/view?usp=share_link) 
- [Laboratory - Grid with Labels](https://drive.google.com/file/d/14M8ba3nm3wcd4-ymQMBnqH7sQR3_4qHU/view?usp=share_link)
- [Laboratory - Seeds of The One Location](https://drive.google.com/file/d/1V02CzAZe6MIQiYbYSE1TXXqm5yPzdVZt/view?usp=share_link)
- [Laboratory - Foreground Covers with labels](https://drive.google.com/file/d/16UarHwxkvpDQAowl-qYqOvx_0OfsJpIe/view?usp=share_link)



**Mini Changelog:**
December 14, 2022:
- Added: Laboratory - Treasure Chest Location and Items
- Added: Laboratory - Grid with Labels
- Added: Laboratory - Seed of The One Location
- Added: Laboratory - Foreground Covers with labels",03/09/2021 8:56,3/31/2023 7:41:20 AM
141373,217,6,32,,,Library [LIB],"[Map Guide for QA](https://drive.google.com/file/d/1EPK4-3_RcB4YYqb54z0Jt5R-M7oJIOqA/view?usp=sharing)
[Map Trigger Area Guide](https://drive.google.com/file/d/10UQLR-8eLj_JLokQBN-tmg_xYY7M6MYv/view?usp=sharing)

**Map Guide for QA includes the following labels:**
- Obstacles
- Interactables
- Breakables
- Events
- Connects to",03/09/2021 8:56,3/31/2023 7:41:21 AM
141373,218,6,32,,,Garden [GD],"Garden Map Guides:
- [Garden - Interactables](https://drive.google.com/file/d/1-lYH7oqBRAPjhPJDnxXjVipfwSCsuUGq/view?usp=sharing)
- [Garden - Scene Number](https://drive.google.com/file/d/1KvILYeMjdpUzFu1qN7gc7SOs46jBkTzb/view?usp=sharing)
- [Garden - Area Trigger](https://drive.google.com/file/d/15plf9ss1kVQpWVwb4JGyz9F5r_9bbD_g/view?usp=sharing)
- [Garden - Grid with Labels](https://drive.google.com/file/d/1FONxQbjqD4mpBj3Hs1seZNin5B8dPCZx/view?usp=sharing)
- [Garden - Minion Location](https://drive.google.com/file/d/17DnMJjejs5LkFYpq_huVETFeruWhjb-j/view?usp=sharing)
- [Garden - Packages Name](https://drive.google.com/file/d/1RZnPfb0t0s1QssY6Ap4_o7prCdkhiLOv/view?usp=sharing)",03/09/2021 8:57,3/31/2023 7:41:22 AM
141373,219,6,32,,,Realm of Nightmare [RON],[Map Guide](https://drive.google.com/file/d/1zeQqogWNiRRrGi32wZiUbuaQnBVeILC0/view?usp=sharing),03/09/2021 8:57,3/31/2023 7:41:22 AM
141373,220,6,32,,,Morden [MD],,03/09/2021 8:59,3/31/2023 7:41:24 AM
141373,221,6,32,,,Temple of the One [TOTO],"[Map Guide for QA](https://drive.google.com/file/d/1fHOeItfzheSRacjPjTm4OeMrBql5ISn3/view?usp=sharing)
[Map with Scene number](https://drive.google.com/file/d/1EQ_If-WvYrdAEzs_slmQlqGJ8_yivl-V/view?usp=sharing)
[Map with Trigger Area Labels](https://drive.google.com/file/d/18UukaJHc6tZX_ldnvLdIALHaut2RNGGs/view?usp=sharing)",03/09/2021 8:59,3/31/2023 7:41:24 AM
141373,222,6,32,,,Prison [PR],"Map Guide:
- [Prison - Labels](https://drive.google.com/file/d/1hEeXpXPJGk-RYx-mPzyMC-avd9Cgo7zD/view?usp=sharing)
- [Prison - Minion Location](https://drive.google.com/file/d/1tAtNown70KXI4Hc9CGFLN3SLwYZ4Pk6N/view?usp=sharing)
- [Prison - The Waypoint](https://drive.google.com/file/d/1zX6j-iY3smKNge5jG_yXn85Mh9GZ-UK3/view?usp=sharing)
- [Prison - Scene Number](https://drive.google.com/file/d/1EjLB_UjaWU6aaKN7RG7rPP-VZ_zUeFcE/view?usp=sharing)",03/09/2021 8:59,3/31/2023 7:41:26 AM
141373,223,6,32,,,Lost City [LC],[Map Guide for QA](https://drive.google.com/file/d/1mg-UaDCM8r6Um_GKiHh0rxLVQz2hTjsm/view?usp=sharing),03/09/2021 8:59,3/31/2023 7:41:26 AM
141373,224,10,217,,,Ghost Haunting Mechanic,"A certain closed door can only be opened when the player has killed %126. Player has to look for haunting ghost all over that location, once found they can injure it until its ""dead"". It will just teleport and reappear in a different Zone and Position. There will be an indicator near the door to show where the ghost might be and if its almost close to dying.",03/09/2021 9:02,3/31/2023 7:41:21 AM
141373,225,14,24,,,Status Effect Reciever,A component that enables the Character to be afflicted with Status Effects,03/09/2021 9:10,3/31/2023 7:42:03 AM
141373,226,10,24,,,Status Inflictor,Has a List of Status Effect and their chance of afflicting target.,03/09/2021 9:11,3/31/2023 7:42:03 AM
141373,227,10,24,,,Status Resistance,Has a List of Status Effect and a value to resist the status that its being inflicted with,03/09/2021 9:12,3/31/2023 7:42:03 AM
141373,228,13,24,,,List of Status Effects,,03/09/2021 9:13,3/31/2023 7:42:03 AM
141373,229,10,449,,,Bleeding [REMOVED],"### **Description:**
- This status damages the entity whenever they try to move or attack.
- All shadow skills will just pause the bleeding. The status duration will continue to take its effect upon returning to normal form.

### **Stats:**
- [DPS, Duration, Curable] - deals True damage over time
- Damage value: 20
- Damage interval: when performing movement or attack actions
- Duration: 30 seconds

### **Cure:**
- %238 
- The player can stop the effect by holding the down button but the duration does not decrease. Pressing other buttons such as walking, jumping and attack action will resume the bleeding effect. If it is held for 5 seconds, the bleeding will be cured.

### **REMOVED AS OF MARCH 15, 2022**
- Approved by Martin Ebido",03/09/2021 9:14,3/31/2023 7:42:11 AM
141373,230,10,228,,,Burning,"### **Description:**
- This status stops the player from using any shadow abilities and from generating or regenerating shadow for the duration of the status. For visual queue the Shadow Gauge/Bar in the player UI will stop generating/regenerating.

### **Stats:**
- [DPS, Duration] - deals **FIRE** damage over time.
- Damage value: 20
- Damage interval: 2 seconds
- Duration: 20 seconds
- This status effect will temporarily disable the shadow gauge/bar usage for 20 seconds.

### **Cure:**
- Frost Rune Crystal (consumable)
- %238 
- Mystic Water (Subject to change)
- %244 
- Water Buckets (Breakable Objects)
- Normal Dashing 5 times (Subject to change)",03/09/2021 9:15,3/31/2023 7:42:04 AM
141373,231,10,228,,,Corrosion,"### **Corrosion Stats:**
- [DPS, Duration, Curable] - deals **ACID** damage over time and at the same time reduces the player's attack damage to 50% (player's current attack damage)
- Damage value: 5
- Damage interval: 1 seconds
- Duration: 60 seconds
- This status effect will temporarily disable the shadow gauge/bar usage for 10 seconds.

### **Cure:**
- %238 
- %244 (Subject to change)
- %108",03/09/2021 9:16,3/31/2023 7:42:04 AM
141373,232,10,228,,,Electrocuted,"### **Description:**
- This status stops the player from using any shadow abilities and from generating or regenerating shadow for the duration of the status. For visual queue the Shadow Gauge/Bar in the player UI will stop generating/regenerating.
- The entity cannot move or attack for the duration.

### **Stats:**
- [Duration]
- Duration: 1.5 seconds


### **Cure:**
- Anti-shock serum (consumable)
- %238",03/09/2021 9:17,3/31/2023 7:42:04 AM
141373,233,10,228,,,Frozen,"### **Description:**
- Entities cannot move or attack and the ICE damage is applied if the player does not interrupt the status.
- This status effect will temporarily disable the shadow gauge/bar usage for the duration.

### **Stats:**
- [DPS, Duration, Curable]
- Damage value: 20
- Damage interval: 2 seconds, if the player does no interrupt the status.
- Duration: 20 seconds

### **Cure:**
- Ember Rune Crystal (consumable/breakable item)
- %238 
- The player can cure this by spamming left and right buttons for 5 seconds or receives physical or **FIRE** attack damage from enemy but at the same time the player will still takes damage from the said attack.",03/09/2021 9:18,3/31/2023 7:42:04 AM
141373,234,10,228,,,Poisoned,"### **Poisoned Stats:**
- [DPS, Duration, Curable] - deals **POISON** damage over time
- Damage value: 5
- Damage interval: 1 second
- Duration: 10 seconds
- This status effect will temporarily disable the shadow gauge/bar usage for 10 seconds.

### **Cure:**
- %239 
- %238 
- %244 (Subject to change)

**Mini Changelogs:**
June 20, 2022
- Changes: 
Damage Value changed from 10 to 5
Duration Changed from 20 seconds to 10 seconds.
- Reason: Game Balancing",03/09/2021 9:19,3/31/2023 7:42:04 AM
141373,235,10,228,,,Stunned,"### **Description:**
- This status stops the player from using any shadow abilities and from generating or regenerating shadow for the duration of the status. For visual queue the Shadow Gauge/Bar in the player UI will stop generating/regenerating.

### **Stats:**
- [Duration] - entity cannot move or attack
- Duration: 2 seconds

### **Cure:**
- %249 (consumable)
- %238",03/09/2021 9:19,3/31/2023 7:42:04 AM
141373,236,17,73,,,Medium Healing Potion,Detailed Document - [Consumable Items Document](https://docs.google.com/document/d/1TfmIxj4V_hsqNtOUQwrNmo0NkotvAAPnoOHnGP4t2ZQ/edit#heading=h.bgibfpvx01u7),03/09/2021 9:21,3/31/2023 7:41:57 AM
141373,237,17,73,,,Large Healing Potion,Detailed Document - [Consumable Items Document](https://docs.google.com/document/d/1TfmIxj4V_hsqNtOUQwrNmo0NkotvAAPnoOHnGP4t2ZQ/edit#heading=h.36p1ehz74fyq),03/09/2021 9:21,3/31/2023 7:41:57 AM
141373,238,17,73,,,Ambrosia,[Consumable Items Document](https://docs.google.com/document/d/1TfmIxj4V_hsqNtOUQwrNmo0NkotvAAPnoOHnGP4t2ZQ/edit#heading=h.345n3hca6lms),03/09/2021 9:22,3/31/2023 7:41:56 AM
141373,239,17,73,,,Antidote,[Consumable Items Document](https://docs.google.com/document/d/1TfmIxj4V_hsqNtOUQwrNmo0NkotvAAPnoOHnGP4t2ZQ/edit#heading=h.b63lqylp6d1t),03/09/2021 9:22,3/31/2023 7:41:56 AM
141373,240,17,73,,,Fire Bomb,[Consumable Items Document](https://docs.google.com/document/d/1TfmIxj4V_hsqNtOUQwrNmo0NkotvAAPnoOHnGP4t2ZQ/edit#heading=h.yi7nx9rs4kg9),03/09/2021 9:23,3/31/2023 7:41:57 AM
141373,241,17,73,,,Golden Key,**Type:** %64,03/09/2021 9:24,3/31/2023 7:41:57 AM
141373,242,17,73,,,Silver Key,**Type:** %64,03/09/2021 9:24,3/31/2023 7:41:58 AM
141373,243,10,228,,,Curse,"### **Cursed Stats:**
[Duration, Curable] 
- temporarily reduces HP and SP to 50% of the Player's max value.(player's current full HP and SP bar).
- Duration: Forever
- This status effect will temporarily disable the shadow gauge/bar usage for 60 seconds

### **Cure:**
- %244 (Subject to change)
- Black Blood Resistance (Subject to change)
- %168 

**Mini Changelog:**
March 1, 2022:
- Added: Added under cure %168 
Change: Duration changed from 60 seconds to forever. The player can only remove the curse via %168.
Removed: This status effect will temporarily disable the shadow gauge/bar usage for 60 seconds
Reason: Updated info for gameplay.",03/09/2021 9:26,3/31/2023 7:42:04 AM
141373,244,17,73,,,Holy Water,[Consumable Items Document](https://docs.google.com/document/d/1TfmIxj4V_hsqNtOUQwrNmo0NkotvAAPnoOHnGP4t2ZQ/edit#heading=h.lgfiyr08478),03/09/2021 9:26,3/31/2023 7:41:57 AM
141373,245,17,73,,,Oil Jar,[Consumable Items Document](https://docs.google.com/document/d/1TfmIxj4V_hsqNtOUQwrNmo0NkotvAAPnoOHnGP4t2ZQ/edit#heading=h.a6i4n15o3dom),03/09/2021 9:27,3/31/2023 7:41:57 AM
141373,246,17,73,,,Black Mist,[Consumable Items Document](https://docs.google.com/document/d/1TfmIxj4V_hsqNtOUQwrNmo0NkotvAAPnoOHnGP4t2ZQ/edit#heading=h.si4hhct3i0d6),03/09/2021 9:28,3/31/2023 7:41:56 AM
141373,247,17,73,,,Rune of Darkness,[Consumable Items Document](https://docs.google.com/document/d/1TfmIxj4V_hsqNtOUQwrNmo0NkotvAAPnoOHnGP4t2ZQ/edit#heading=h.m2093aiy2dq2),03/09/2021 9:32,3/31/2023 7:41:57 AM
141373,248,17,73,,,Throwable Dagger,[Consumable Items Document](https://docs.google.com/document/d/1TfmIxj4V_hsqNtOUQwrNmo0NkotvAAPnoOHnGP4t2ZQ/edit#heading=h.qscto8nq8k9a),03/09/2021 9:34,3/31/2023 7:41:58 AM
141373,249,17,73,,,Rage Drug,[Consumable Items Document](https://docs.google.com/document/d/1TfmIxj4V_hsqNtOUQwrNmo0NkotvAAPnoOHnGP4t2ZQ/edit#heading=h.2m9kns16c66e),03/09/2021 9:34,3/31/2023 7:41:57 AM
141373,250,10,49,,,Quick Item,"Allows use of %73 in Player's %69 without having to go to the menu.
Has Limit Slots.",03/10/2021 1:45,3/31/2023 7:42:01 AM
141373,251,12,58,,,Inventory Tab,Shows Player's %49 where they can select an %73 to look for further details and use them if they are %67. It can also filter to narrow down the search,03/10/2021 1:47,3/31/2023 7:42:00 AM
141373,252,9,56,,,Journal,"Datas are created in the form of  %253 , which is then tracked by  %254.
Information Tracked by  %254  is shown in  %256 .",03/10/2021 2:02,3/31/2023 7:42:01 AM
141373,253,16,51,,,Journal Data,"Data for Creatures Encountered and Killed
Contains the Following:
- ID
- Name
- Journal Notif",03/10/2021 2:03,3/31/2023 7:42:07 AM
141373,254,10,47,,,Journal Tracking,"Contains IDs of %253 it has already encountered.
Records Journal Data When an %14 calls for a record request for the first time.",03/10/2021 2:05,3/31/2023 7:41:39 AM
141373,255,12,61,,,Journal Notification,"Informs the Player the the %252 is updated via a small notification with a button prompt. When player presses the button while the notification is still there, it will show the Info on the recorded Data",03/10/2021 2:08,3/31/2023 7:42:00 AM
141373,256,12,58,,,Journal Tab,Shows %253 recorded by %254,03/10/2021 2:11,3/31/2023 7:42:00 AM
141373,257,12,12,,,Game Data,Contains References of All Serializable Content in the Game,03/10/2021 2:17,3/31/2023 7:41:59 AM
141373,258,12,257,,,Campaign Slot,"Contains Serializable Data needed for a Campaign to have a sense of progression.

- Slot ID
- Is New Game (If True, force values the rest of the values)
- Current Player Position
- Current Scene Loaded
- %56 Data
- %13 unlocked
- Player %69 Data
- %250 Slot Data
- %36 Data
- Quest Data",03/10/2021 2:18,3/31/2023 7:41:59 AM
141373,259,11,7,,,Spell Book,,03/10/2021 3:00,3/31/2023 7:41:50 AM
141373,260,12,14,,,Grill Door,"Function like wall that cannot be used for %100.
Player can hit objects across this when using %102 and they can pass through via %99, %108, %104",03/10/2021 4:22,3/31/2023 7:41:29 AM
141373,261,12,14,,,Grill Floor,"Functions like floor.
Player can hit objects across this when using %102 and they can pass through via %108, %104",03/10/2021 4:22,3/31/2023 7:41:29 AM
141373,262,4,33,,,UF2,"### **Interactables:**
- Has a %164 [**2_BSG_1**].
- Has a %201 [**2_BBW_1**] with [**2_EYE_1**].",03/10/2021 6:39,3/31/2023 7:41:19 AM
141373,263,4,33,,,UF3,"### **Obstacles:**
- Has 3 %177 [**3_BB_1, 3_BB_2, 3_BB_3**]  littered at certain areas.

### **Interactables:**
- Has 2 %185 [**3_MPF_1, 3_MPF_2**] at a specific area.
- %166 [**3_LEVER_1**] once activated opens %167 [**3_DOOR_1**].
- Has 3 %174 [**3_PPF_1, 3_PPF_2, 3_PPF_3**] at a specific area.

### **Breakables:**
- Has a %163 [**3_BSW_1**] at a specific area.",03/11/2021 5:06,3/31/2023 7:41:19 AM
141373,264,4,33,,,UF4,"### **Obstacles:**
- %177 [**4_BB_1, 4_BB_2**]

### **Interactables:**
- Has a %168 [**4_SP_1**] at a specific area.
- Has 6 %174 [**4_PPF_1 to 4_PPF_6**] at certain areas.
- Has 9 %185 [**4_MPF_1 to 4_MPF_9**] littered at certain areas.
- %166 [**4_LEVER_1**] opens %167 [**4_DOOR_1**].
- %166 [**4_LEVER_2**] opens %167 [**4_DOOR_2**].
- %166 [**4_LEVER_3**] opens %167 [**4_DOOR_3**].

### **Breakables:**
- Has 2 %163 [**4_BSW_1, 4_BSW_2**] at specific area.


**Mini Changelog:**
April 11, 2022:
- Changes: Removed %164 [**4_BSG_1**].
Reason: Removed due to game breaking circumstances.",03/11/2021 5:06,3/31/2023 7:41:19 AM
141373,265,4,33,,,UF5,"### **Interactables:**
- Has a %15 [**5_SS_1**] which gives %105.
- Has a %174 [**5_PPF_1**] at a specific place.

### **Breakables:**
- Has a %163 [**5_BSW_1**] at a specific place.

### **Events:**
- %167 [**5_DOOR_1, 5_DOOR_2**] are initially open, Closes when the player enters the trigger zone and start Boss fight %158. %167 [**5_DOOR_1, 5_DOOR_2**] opens after defeating the boss.",03/11/2021 5:06,3/31/2023 7:41:19 AM
141373,266,4,33,,,UF6,"### **Interactables:**
- Has 3 %185  [**6_MPF_1, 6_MPF_2, 6_MPF_3**] littered at a certain area.
- Has 2 %174 [**6_PPF_1, 6_PPF_2**] littered at a certain area.",03/11/2021 5:06,3/31/2023 7:41:19 AM
141373,267,4,33,,,UF8,"### **Obstacles:**
- Has 3 %177 [**8_BB_1, 8_BB_2, 8_BB_3**] littered across certain areas.

### **Breakables:**
- Has a %164 [**8_BSG_1**] at a specific area.
- Has a %201 [**8_BBW_1**] with [**8_EYE_1**].",03/11/2021 5:06,3/31/2023 7:41:19 AM
141373,268,4,33,,,UF9,"### **Interactables:**
- Has a %174 [**9_PPF_1**] at a specific place.",03/11/2021 5:06,3/31/2023 7:41:20 AM
141373,269,4,33,,,UF10,"### **Obstacles:**
- Has 3 %177 [**10_BB_1, 10_BB_2, 10_BB_3**] littered at certain areas.

### **Breakables:**
- Has a %164 [**10_BSG_1**] at a specific place.
- Has a %201 [**10_BBW_1**] with [**10_EYE_1**].


**Mini Changelogs**
- August 10, 2021 - 2:05PM
Removed: Objects: [**10_EYE_2**], [**10_BOULDER_1**], [**10_BPF_1**]. 
Reason: Adjusting to the current built game. Decided by Game Designer Sir Martin.",03/11/2021 5:06,3/31/2023 8:35:48 AM
141373,270,4,213,,,GY1,"### **Obstacles:**
- Has 21 Stationary %176 littered across the area.



### **Interactables:**
- Has a %260 [**1_DG_1**] at a specific place.
- Have 2 %261 [**1_FG_1, 1_FG_2**] at a specific place.
- Have 46 %186 scattered everywhere in the area.
- Have 11 %174 littered in specific areas. (Refer to map guide.)
- %287 [**1_SL_1**] when activated opens %167 [**1_SD_1**].
- %287 [**1_SL_2**] when activated opens %167 [**1_SD_2**] with cinematic. 
- %287 [**1_SL_3**] when activated opens %167 [**1_SD_3**] with cinematic.
- %287 [**1_SL_4**] when activated opens %167 [**1_SLD_4**] with cinematic.
- %166 [**1_LS_1**] when activated opens %167 [**1_SD_5**] with cinematic.
- %168 [**1_SP_1**].

- Has 3 %455 [**1_NC_1 to 1_NC_3**] littered across the area:
%455 [**1_NC_1**] contains %481 
%455 [**1_NC_2**] contains %466 
%455 [**1_NC_3**] contains %505 

- Has a %459 [**1_SSC_1**] which contains %504 and is located at a specific place 

- Has a %457 [**1_HSC_1**] which contains %501 and is located at a specific place

### **Breakables:**

- Has 2 %324 [**1_BBW_1, 1_BBW_2**].

**Mini Changelog:**
May 13, 2022:
- Addition: Added the following:
%455 [**1_NC_1**]
%455 [**1_NC_2**]
%455 [**1_NC_3**]
%459 [**1_SSC_1**]
%457 [**1_HSC_1**]
- Reason: Adding Chests according to the Game Designer's plan.",03/11/2021 5:07,3/31/2023 7:41:18 AM
141373,271,4,213,,,GY2,"### **Obstacles:**
- Has a %177 at a specific [**2_BB_1**] area.
- Have 18 %325 at specific areas.

### **Interactables:**
- Have 20 %186 scattered at specific areas.
- Have 4 %174 [**2_PPF_1, 2_PPF_2, 2_PPF_3, 2_PPF_4**] scattered at specific areas.
- Has %187 at a specific area. Initially disabled, spawns after defeating %328.
- Has %15 [**2_SS_1**] which gives %110.
- Has %203 [**2_SPB_1**] after hitting the eye, the platform is released and destroys %164 [**2_BSF_1**].
- Has %203 [**2_SPB_2**] after hitting the eye, the platform is released and destroys %164 [**2_BSF_2**].
- Has %203 [**2_SPB_3**] after hitting the eye, the platform is released and destroys %164 [**2_BSF_3**].
- %168 [**2_SP_1**].
- %202 [**2_SPF_1**] will drop on the %177 obstacle and becomes a platform after hitting the eye.
- %202 [**2_SPF_2**] will drop on the %177 obstacle and becomes a platform after hitting the eye.

- Has a %455 [**2_NC_1**] which contains %506 and is located at a specific place.


### **Breakables:** 
- Have 4 %324 [**2_BBW_1, 2_BBW_2, 2_BBW_3, 2_BBW_4**].
- Have 3 %164 [**2_BSF_1, 2_BSF_2, 2_BSF_3**].


### **Events:**
- %206 [ %328 ] That is initially disabled. Only activates when the player enters the zone.

### **Connects to:**
- %170 [**2_RG_1**] connects to %223 

**Mini Changelogs:**
May 13, 2022:
- Addition: Added 1 %455 [**2_NC_1**]
- Reason: Adding Chests according to the Game Designer's plan.",03/11/2021 5:07,3/31/2023 7:41:18 AM
141373,272,4,213,,,GY3,"### **Obstacles:**
- Have 45 %325 scattered in the area.

### **Interactables:**

- Has a %260 [**3_DG_1**] at a specific area.
- Have 4 %261 [**3_FG_1, 3_FG_2, 3_FG_3, 3_FG_4**] littered at specific areas.
- Have 34 %186 scattered in the area.
- Have 4 %174 [**3_PPF_1, 3_PPF_2, 3_PPF_3, 3_PPF_4**] littered at specific areas.
- %287 [**3_SL_1**] when activated the %167 [**3_SD_1**] opens. 
- %287 [**3_SL_2**] when activated the %167 [**3_SD_2**] opens. 
- %287 [**3_SL_3**] when activated the %167 [**3_SD_3**] opens. 
- %166 [**3_LS_1**] when activated the %167 [**3_SD_4**] opens.
- Has a %15 [**3_SS_1**] which gives %108 after defeating %155.
- %207 [**3_KSF_1**]
- %208 [**3_door_1**] can be opened using the required key.
- %203 [**3_SPB_1, 3_SPB_2**] drops and breaks %164.
- %306 [**3_BV_1**] upon breaking releases item %207 [**3_KSF_1**].

- Has 2 %455 [**3_NC_1 to 3_NC_2**] littered across the area.
%455 [**3_NC_1**] contains %507 
%455 [**3_NC_2**] contains %473 

- Has a %458 [**3_ASC_1**] which contains %502 and is located at a specific area.
- Has a %457 [**3_HSC_1**] which contains %501 and is located at a specific area.



### **Breakables:**
- Have 4 %324 [**3_BBW_1, 3_BBW_2, 3_BBW_3, 3_BBW_4**].
- Have 2 %164 [**3_BSF_1, 3_BSF_2**].
- Has a %306 [**3_BV_1**].
- Has a %163 [**3_BSW_1**].

### **Events:**
- After interacting with %15 [**3_SS_1**] will play a special cutscene where the player is abducted to %273 to start the boss fight.

### **Connects to:**

- %450 [**3_TG_1**] connects to the %212 

**Mini Changelog: **
October 22, 2021
- Changes: 
Under Events Tab: 
**Old Description** - ""Before defeating %155 interaction of %15 [**3_SS_1**] will play a special cutscene where player is abducted to %273 to start the boss fight.""
**New Description** - ""After interacting with %15 [**3_SS_1**] will play a special cutscene where the player is abducted to %273 to start the boss fight.""

March 3, 2022:
- Changed: From %171 [**3_SG_1**] to %450 [**3_TG_1**]

May 13, 2022:
- Additions: Added the following:
%455 [**3_NC_1**]
%455 [**3_NC_2**]
%458 [**3_ASC_1**]
%452 [**3_HSC_1**]
- Reason: Adding Chests according to the Game Designer's plan.",03/11/2021 5:08,3/31/2023 7:41:18 AM
